Identifiant,Titre,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Cafetiere,Cles remises par l'hote,Couloir large,Cuisiniere,Depot des bagages autorise,Draps,Eau chaude,Entree large,Entree privee,Equipements de baes,Four,Lave-vaisselle,Lit-parapluie,Livres et jouets pour enfants,Oreillers et couvertures supplementaires,Refrigerateur,Sejour longue duree autorise,Ustensiles de cuisine de base,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible,id,prefixe,code,created,updated
"4444593",Appartement de charme Aix,122,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,X,,X,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"9131876",APPARTEMENT NEUF AVEC PARKING,94,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,X,X,X,X,,,,,,X,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000CK,"000",CK,1999/12/14,2018/12/06
"12119469",La Bastide d'Annick,102,AIX EN PROVENCE,13,Bed & Breakfast,2,Chambre privee,3,1,1,0,,,,,,,X,,,,X,X,X,X,,X,,,,,,,,X,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000RD,"000",RD,2018/12/04,2018/12/07
"13684130",Maisonnette dans la campagne Aixoise,133,AIX EN PROVENCE,13,Maison,3,Logement entier,4,15,2,0,,X,,X,X,,,,X,,X,X,,X,,X,,,,,,,,X,,,,X,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000SR,"000",SR,2018/12/04,2018/12/07
"13889646",1 min centre ville,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,8,1,3,0,,X,X,X,,,,,X,,X,X,,,,X,,,,,X,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AY,"000",AY,1999/12/17,2018/12/06
"81654",COURS MIRABEAU - SPACIOUS APARTMENT,59,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,X,,X,X,X,,X,,,X,X,,X,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AI,"000",AI,1999/12/01,2018/12/06
"493342",T2 Centre historique Immeuble 18eme,74,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,,X,,,X,,,X,X,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"593039",B&B,45,AIX EN PROVENCE,13,Bed & Breakfast,2,Chambre privee,2,1,1,0,Vrai lit,,X,,X,,X,,,,X,X,,X,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,1,Chien(s),,"0",13001000ML,"000",ML,2000/02/09,2018/12/06
"929071",La Villa Margot,135,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BY,"000",BY,1999/12/10,2018/12/06
"933651",chambre MIDI,75,AIX EN PROVENCE,13,Bed & Breakfast,2,Chambre privee,2,1,1,0,Vrai lit,,,,,,X,,,,X,X,,X,,X,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000IY,"000",IY,2000/01/13,2018/12/06
"938928",Chambre dans Villa Aix les Milles,60,AIX EN PROVENCE,13,Villa,2,Chambre privee,2,0,1,0,Vrai lit,,,X,X,,X,,,,X,X,,,,,,,,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000IY,"000",IY,2000/01/13,2018/12/06
"950279",T4 TOUT CONFORT AVEC JARDIN PRIVE,70,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,X,X,X,,,,X,,,,,,X,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BP,"000",BP,1999/12/06,2018/12/06
"972230",Pied-a-terre a Aix-en-Provence,35,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,,X,X,,X,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"989005",Appartement independant  meuble,60,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"1002334",Logement 2/4 personnes dans Villa,120,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,,,X,X,X,,X,X,,,,X,,,,,,X,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,2,Chat(s),,"0",13001000EB,"000",EB,1999/12/17,2018/12/06
"1058423",T2 mezzanine Centre historique Aix,37,AIX EN PROVENCE,13,Appartement,3,Logement entier,6,1,2,0,,,,X,,,,,X,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"1067801",duplex et terrasse en centre ville,75,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,,,X,,X,,,X,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"1090974",HYPERCENTRE RUE JAUBERT WIFI CLIM,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,,X,,,,X,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"1108565",Appartement 2ch au calme 10' centre,49,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000BO,"000",BO,1999/12/06,2018/12/06
"1126976",DUPLEX AVEC TERRASSE,67,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,,X,X,,,,,,,,,X,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AM,"000",AM,1999/12/01,2018/12/06
"1135805",Charmant appartement Aix centre -2p,48,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,X,X,X,,X,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000CV,"000",CV,2001/04/20,2019/12/19
"1136577",Charmant T2-centre historique d'Aix,71,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,,,X,X,X,,,X,X,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"1137015",Confortable Villa outside Aix,240,AIX EN PROVENCE,13,Maison,3,Logement entier,6,3,5,0,,X,X,X,,,X,,X,X,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MO,"000",MO,2019/01/10,2019/01/10
"1140957",Tres jolie chambre Aix centre,57,AIX EN PROVENCE,13,Bed & Breakfast,2,Chambre privee,2,15,1,0,Vrai lit,X,X,,,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AH,"000",AH,1999/12/01,2018/12/06
"768247",Maison ville de charme,430,AIX EN PROVENCE,13,Maison,3,Logement entier,6,4,3,0,,X,X,X,X,,X,X,X,,X,X,X,,,,,,,,X,,,X,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000EI,"000",EI,2000/05/24,2018/12/06
"841727",Appartement centre historique 4pers,49,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"857989",studio independant Aix en Provence,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,,X,,X,X,,,X,,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000SD,"000",SD,2018/12/04,2019/09/23
"864376",Studio terrasse vue Ste Vainctoire,67,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"899473",CHAMBRE & SALLE DE BAIN PRIVEE,50,AIX EN PROVENCE,13,Maison,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,X,X,X,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000RT,"000",RT,2018/12/04,2018/12/06
"1157351",Bedroom Down Town - Mazarin area,35,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,X,X,X,X,,X,,X,,,X,X,,,X,,,,,X,X,,,,,X,X,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AK,"000",AK,1999/12/01,2018/12/06
"1158675",Chambre entre Aix&Marseille,35,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,,X,X,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Chat(s),,"0",13001000KV,"000",KV,2002/06/04,2018/12/06
"1162452",CHARME COEUR VIEILLE VILLE WIFI 1/4 PERS,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"1168407",charmant appartement Aix-centre 2-4,35,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CT,"000",CT,1999/12/14,2018/12/06
"1211922",T2 meublee grande terrasse Aix sud,107,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,,,X,,X,,X,X,,,,X,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000EW,"000",EW,2000/01/07,2018/12/06
"1221528",STUDIO VALBONNETTE AIX,46,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,,X,X,,X,,X,,X,,,,,X,,,,X,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000BO,"000",BO,1999/12/06,2018/12/06
"1230454",Above Aix,175,AIX EN PROVENCE,13,Maison,3,Logement entier,3,15,1,0,,X,X,,,,X,,,,X,X,,,X,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chien(s),,"0",13001000EI,"000",EI,2000/05/24,2018/12/06
"1256144",Maison campagne aix en provence,159,AIX EN PROVENCE,13,Maison,3,Logement entier,5,1,3,0,,X,,X,,,,X,X,X,X,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,14,Chat(s),,"0",13001000MO,"000",MO,2019/01/10,2019/01/10
"1272119",belle villa au calme avec piscine,280,AIX EN PROVENCE,13,Maison,3,Logement entier,5,2,3,0,,X,,X,X,,X,X,X,X,X,X,,,,,,,,,,X,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,7,Chat(s),,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"1459114",Studio en rez de jardin sur cour,69,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,,X,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BH,"000",BH,1999/12/03,2018/12/06
"1504892",chambre double \so kitsch !\,30,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,,X,X,,X,,X,,X,X,X,X,,X,,X,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BS,"000",BS,1999/12/10,2018/12/06
"1523759",Maison recente avec jardin,150,AIX EN PROVENCE,13,Maison,3,Logement entier,6,1,3,0,,X,X,X,X,,X,X,X,X,X,X,X,,,X,,,,,X,,,X,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000LX,"000",LX,2014/11/25,2018/12/06
"1647943",Aix T1 avec Piscine \Cote Patio\,30,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,,,X,,X,,X,,X,,,,,,,,,X,,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,4,,,"0",13001000SD,"000",SD,2018/12/04,2019/09/23
"1670266",Chambre d'aventurier(e) !,28,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,X,X,,X,,X,,X,X,X,X,,X,,X,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BR,"000",BR,1999/12/07,2018/12/06
"1677656",Beau studio centre ville d'Aix-2,60,AIX EN PROVENCE,13,Appartement,3,Logement entier,1,1,0,0,Vrai lit,X,,,X,,X,,,,,X,,,,,,,,,,,,,,,,X,X,X,,X,,,,X,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AV,"000",AV,1999/12/02,2018/12/06
"1276967",Chambre campagne aixoise,37,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,,,,X,,,,X,,X,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000EA,"000",EA,1999/12/17,2018/12/06
"1290621",Villa T5 sud d'Aix piscine & jardin,195,AIX EN PROVENCE,13,Maison,3,Logement entier,8,0,4,0,,X,,,,,,X,,,,X,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000HA,"000",HA,2000/01/10,2018/12/06
"1293606",Maison/Piscine a Aix en Provence,190,AIX EN PROVENCE,13,Villa,3,Logement entier,4,1,2,0,,X,,,,,X,,X,X,X,,,X,,X,,,,,,,,X,,,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,5,Chat(s),,"0",,,,,
"1316580",Charming House with Private Garden,151,AIX EN PROVENCE,13,Maison,2,Chambre privee,4,1,1,0,,X,X,X,X,,X,,X,X,X,X,X,,,X,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",,,,,
"1319962",Un havre de tranquillite,400,AIX EN PROVENCE,13,Maison,3,Logement entier,6,3,3,0,,X,X,X,X,,X,,X,X,X,X,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000EI,"000",EI,2000/05/24,2018/12/06
"1330360",Beau studio centre ville d'Aix,60,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,,X,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AV,"000",AV,1999/12/02,2018/12/06
"1742192",Charmant Apt duplex avec terrasse,70,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000LV,"000",LV,2000/02/08,2018/12/06
"1780031",Studio 35m2 proche centre ville,65,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000EK,"000",EK,2000/05/29,2018/12/06
"1877316",Joli rez-de-jardin ensoleille,52,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,,X,,X,X,,,,X,,,X,,,X,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CP,"000",CP,1999/12/14,2018/12/06
"1890687",Au calme et au coeur de l'activite,75,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,,,,X,X,,,X,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000KC,"000",KC,2002/06/04,2018/12/06
"2090542",chambre pour 1 ou 2 personnes,35,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,X,,X,,,X,,X,X,X,X,X,,,,,,X,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"2277834",Appartement Aix en Provence Centre,81,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,,X,,X,X,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CN,"000",CN,1999/12/14,2018/12/06
"2294944",Beau duplex centre historique,73,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,X,X,,,X,X,,,,,,,,,X,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"1440585",Deux pieces tt equipe,50,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,3,1,0,Vrai lit,X,,X,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000DS,"000",DS,1999/12/16,2018/12/06
"2357909",T1 avec terrasse et piscine a Aix,30,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,,,,X,,,,,,,,,,,,X,X,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,4,,,"0",13001000SD,"000",SD,2018/12/04,2019/09/23
"2470743",Studio  independant dans Villa,65,AIX EN PROVENCE,13,Villa,2,Chambre privee,2,1,1,0,Canape convertible,X,,X,X,,X,,,,X,X,X,,,X,X,,,,,,,X,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,2,Chien(s) et Chat(s),,"0",13001000SN,"000",SN,2018/12/04,2018/12/07
"2477573",Chambre d'hote a la campagne,75,AIX EN PROVENCE,13,Bed & Breakfast,2,Chambre privee,2,1,1,0,Vrai lit,,X,X,,,X,,X,,X,X,,X,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MK,"000",MK,2000/02/09,2014/02/12
"2481674",Maisonnette,80,AIX EN PROVENCE,13,Maison,3,Logement entier,3,1,1,0,,X,X,X,X,,X,X,X,,X,X,,,,X,,,,,,,,X,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000EK,"000",EK,2000/05/29,2018/12/06
"2438570",Chambre spacieuse avec grand lit,40,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,,X,,,,,,X,X,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000BO,"000",BO,1999/12/06,2018/12/06
"2547518",charming villa 5 km  to Aix centre,430,AIX EN PROVENCE,13,Maison,3,Logement entier,6,2,3,0,,X,X,X,X,,X,,X,X,X,X,X,,,X,,,,,X,X,,X,,,,X,X,X,X,X,,X,,X,,,,,,,,,,,,,,,,,,,7,,,"0",13001000HT,"000",HT,2000/01/11,2018/12/06
"2649587",Aix apart and the city  in Provence,68,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,,,,X,X,,,X,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"2649659",Appartement des Cardeur,69,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"2655930",Beau studio avec parking prive,45,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,X,X,,,X,,,,X,X,X,,,,,,,,,X,,,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,6,,,"0",13001000CM,"000",CM,1999/12/14,2018/12/06
"2690114",Charmant Studio 2min de la Rotonde,45,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,,,X,X,,,X,,X,,,X,,,,,,,,,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"2692100",appart clim parking gratuit,110,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,,X,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CN,"000",CN,1999/12/14,2018/12/06
"2713294",Le Mirabeau,79,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,Vrai lit,X,X,X,X,,X,X,X,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AK,"000",AK,1999/12/01,2018/12/06
"2762716",Private room for up to 2 people,40,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,,,,X,,,,X,X,,,,X,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AZ,"000",AZ,1999/12/03,2018/12/06
"2783479",AIX CENTRE HISTORIQUE T3 DE CHARME,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,5,15,2,0,,X,X,X,X,,X,,X,X,,X,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CV,"000",CV,2001/04/20,2019/12/19
"2807273",Appartement calme,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,6,1,3,0,,X,X,X,X,,X,,X,,X,X,X,,,X,,,,X,,X,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000PO,"000",PO,2000/02/15,2018/12/06
"2819329",Joli Studio centre ville historique,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,,,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"2827176",Studio cosy terrasse piscine,75,AIX EN PROVENCE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,2,Chien(s) et Chat(s),,"0",13001000ON,"000",ON,2018/12/07,2018/12/11
"2829046",Studio refait a neuf Aix,39,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,,X,,X,,X,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"2871834",Appartement avec terrasse a Aix,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Canape convertible,X,X,X,X,,X,X,X,,X,X,X,,X,,,,,X,,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000LY,"000",LY,2003/01/07,2018/12/06
"2877877",Sejour,70,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,2,0,,X,,X,X,,X,,X,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AY,"000",AY,1999/12/17,2018/12/06
"2906399",Studio Aix Pce av piscine partagee,60,AIX EN PROVENCE,13,Villa,2,Chambre privee,2,1,1,0,Vrai lit,X,,,X,,X,X,,,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Chat(s),,"0",13001000CR,"000",CR,2002/10/24,2018/12/06
"2971720",Chambre Aix Sud / Facs,28,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,,X,,X,,X,,,,X,X,,,,,,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,1,Chat(s),,"0",13001000CI,"000",CI,1999/12/13,2018/12/06
"2981907",Mas sur les collines d'Aix,355,AIX EN PROVENCE,13,Maison,3,Logement entier,10,3,5,0,,X,,X,X,,X,,X,X,X,X,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000DO,"000",DO,1999/12/16,2018/12/06
"3016756",Charmant appartement avec jardin,60,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"3034254",T3 de charme plein centre ville,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,6,1,2,0,,X,X,X,X,,X,,X,X,,X,X,X,X,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AD,"000",AD,2000/05/23,2018/12/06
"3048892",Charmant appartement ensoleille,38,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,,X,,X,,,,,X,,,,X,,,,,,X,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"3073483",Beautiful Room in City Center,45,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,15,1,0,Vrai lit,,,,X,,,,,,X,X,,X,,,,,,X,,X,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CH,"000",CH,1999/12/13,2018/12/06
