Identifiant,Titre,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Cafetiere,Cles remises par l'hote,Couloir large,Cuisiniere,Depot des bagages autorise,Draps,Eau chaude,Entree large,Entree privee,Equipements de baes,Four,Lave-vaisselle,Lit-parapluie,Livres et jouets pour enfants,Oreillers et couvertures supplementaires,Refrigerateur,Sejour longue duree autorise,Ustensiles de cuisine de base,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible,id,prefixe,code,created,updated
"3455320",NEW APART 2 BEDROOMS AIX CENTER,90,Aix-en-Provence,13,Appartement,3,Logement entier,6,1,2,2,,X,,X,X,X,X,X,X,X,,X,X,,,X,,,,,,X,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AC,"000",AC,1999/11/30,2018/12/06
"3456518",Appartement calme en plein centre!,58,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,2,Vrai lit,X,,X,X,X,X,X,X,,,X,X,,X,X,,,,,,X,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000AC,"000",AC,1999/11/30,2018/12/06
"3310855",Beautiful studio in Aix-en-Provence,50,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,,X,X,,,X,,,,,,X,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AM,"000",AM,1999/12/01,2018/12/06
"3326706",Renovated Provencal house -Swimming pool -Downtown,314,Aix-en-Provence,13,Maison,3,Logement entier,6,2,3,3,,X,,X,X,X,X,X,X,,X,X,X,X,,X,,,,,X,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"11942668",Charming flat in historical center,57,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,2,2,Vrai lit,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,X,X,X,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"11944038",Cosy T2 en centre ville,44,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"11833845",Studio Aix-en-Provence center,48,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,X,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"11853415",50m2 confortable flat Aix en Provence  Pas,50,Aix-en-Provence,13,Appartement en residence,1,Chambre partagee,2,0,1,2,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,X,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CP,"000",CP,1999/12/14,2018/12/06
"11634687",Charmante maison Aix en Provence (4km centre),214,Aix-en-Provence,13,Maison,3,Logement entier,5,1,3,3,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,14,,,"1",13001000ST,"000",ST,2018/12/04,2018/12/06
"11645927",Chambre au calme avec terrasse acces independant,50,Aix-en-Provence,13,Bed & Breakfast,2,Chambre privee,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,X,,X,,,X,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000MD,"000",MD,2000/02/09,2018/12/06
"11954656",Maison de ville avec piscine,155,Aix-en-Provence,13,Maison,3,Logement entier,6,1,3,3,,X,,X,X,X,X,X,X,X,X,X,,X,,X,,,,,X,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,6,,,"1",13001000CX,"000",CX,2002/12/16,2018/12/06
"11865769",Superbe appart Torse  5 min centre,70,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,X,X,X,X,,,X,,,,X,,,,X,,X,,X,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000BM,"000",BM,1999/12/06,2018/12/06
"11977394",Beau T2 avec terrasse et parking a 10min a pied CV,54,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,1,,X,,X,X,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,Moderees,"1",13001000CS,"000",CS,2002/10/24,2018/12/06
"12101139",Petit appartement,30,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,X,,,,,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,Cat(s),,"1",13001000AW,"000",AW,1999/12/02,2018/12/06
"12033170",Cosy studio - Bastide aixoise,60,Aix-en-Provence,13,Maison,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,X,X,X,X,,X,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000IO,"000",IO,2000/05/24,2018/12/06
"12036733",Maison de caractere a 5Km d'Aix .,250,Aix-en-Provence,13,Maison,3,Logement entier,8,3,4,4,,X,,X,X,X,X,X,X,,X,X,,X,,X,X,,,,,,,X,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,5,Cat(s),,"1",13001000PH,"000",PH,2000/02/22,2018/12/06
"12021512",Contemporary villa in 5 km from Aix,200,Aix-en-Provence,13,Maison,3,Logement entier,6,2,3,3,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,X,,,,,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000HD,"000",HD,2000/01/10,2018/12/06
"12141772",Chalet cosy au coeur de la nature,90,Aix-en-Provence,13,Maison,2,Chambre privee,5,1,1,5,,X,,X,,X,X,X,X,X,X,X,,,,X,,,,,,X,,X,,,X,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",,,,,
"12218477",Maison Kiwi,249,Aix-en-Provence,13,Maison,3,Logement entier,6,3,3,3,,X,,X,X,X,X,X,X,,X,X,X,,,X,,,,,X,X,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000PH,"000",PH,2000/02/22,2018/12/06
"12187645",Casa'Appart centre Aix (10),59,Aix-en-Provence,13,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"12423607",Bright and house,190,Aix-en-Provence,13,Maison,3,Logement entier,5,2,4,3,,X,,X,X,X,X,X,X,X,X,X,,,,X,,,,,X,X,,,,,,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000RX,"000",RX,2018/12/04,2018/12/06
"12399305",BN&B LES AMANDIERS 2016,180,Aix-en-Provence,13,Maison,2,Chambre privee,4,1,1,2,,X,,X,X,X,X,X,X,,X,X,X,X,X,X,,,X,,,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,Dog(s) et cat(s),,"1",,,,,
"12400606",Studio in Aix en Provence,32,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,3,,,"1",13001000CM,"000",CM,1999/12/14,2018/12/06
"12533715",100m2 with garden & swimming pool,140,Aix-en-Provence,13,Appartement,3,Logement entier,6,2,2,3,,X,,X,X,X,X,X,X,X,X,X,X,,X,X,,,X,X,,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000BN,"000",BN,1999/12/06,2018/12/06
"12538240",Appartement T2 de 35 m² avec terrasse,57,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,2,,X,,X,X,X,X,X,X,,X,X,,,,X,,,X,X,,X,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000MD,"000",MD,2000/02/09,2018/12/06
"12566506",Villa d'architecte avec piscine,438,Aix-en-Provence,13,Villa,3,Logement entier,8,2,4,4,,X,,X,X,X,X,X,X,X,X,X,X,,,X,,,,,X,X,,X,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,5,,,"1",13001000RT,"000",RT,2018/12/04,2018/12/06
"12583673",appartement lumineux pres  ville,95,Aix-en-Provence,13,Appartement,3,Logement entier,5,1,3,3,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,X,,X,,X,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000BM,"000",BM,1999/12/06,2018/12/06
"12635792",GRAND STUDIO AU CENTRE AIX,50,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,3,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,,X,X,,X,X,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"12644139",AIX SUD LA PINEDE,230,Aix-en-Provence,13,Maison,3,Logement entier,6,2,4,3,,X,,X,X,X,X,X,X,X,X,X,X,,X,X,,,,,X,X,,X,,,X,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,4,,,"1",13001000HC,"000",HC,2000/01/10,2014/02/12
"12649871",Casa'Appart centre Aix  (11),59,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,,X,X,X,X,X,X,X,,,,,,,,,,,X,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"12732700",Appartement,120,Aix-en-Provence,13,Appartement,3,Logement entier,5,1,3,5,,X,,X,X,X,X,X,X,,X,X,X,,,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,6,,,"1",13001000KC,"000",KC,2002/06/04,2018/12/06
"12807339",Studio independant dans propriete,60,Aix-en-Provence,13,Maison,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,X,X,X,X,,X,X,,,,,,,,,,X,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000OB,"000",OB,2000/02/17,2018/12/06
"12822986",La Bastide HZ : Beautiful apartment for 4 people,75,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,X,X,X,X,X,X,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000LW,"000",LW,2000/02/08,2018/12/06
"12844419",Studio au coeur d'Aix en provence,48,Aix-en-Provence,13,Appartement,3,Logement entier,3,1,1,2,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,X,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"13052708",appartement soleil et verdure,130,Aix-en-Provence,13,Appartement,3,Logement entier,5,1,3,3,,X,,X,X,X,X,X,X,,X,X,X,X,,X,,,,,,X,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000BR,"000",BR,1999/12/07,2018/12/06
"13053692",Studio Aix en Provence,80,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,,X,X,X,X,,,X,,,X,X,,,,,,X,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000MD,"000",MD,2000/02/09,2018/12/06
"13055395",Appart' et grand jardin au sud d'Aix.,60,Aix-en-Provence,13,Appartement en residence,3,Logement entier,5,1,2,2,,X,,X,X,X,X,X,X,,X,X,X,,,X,,,,,,X,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,4,Cat(s),,"1",13001000HZ,"000",HZ,2002/02/12,2018/12/06
"13077575",Casa'Appart centre Aix (06),49,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13088557",Petit cocon en plein coeur de la ville,40,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,2,,X,,X,X,X,X,X,X,,,X,,X,X,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",,,,,
"13068419",Chambre privee Aix Centre,39,Aix-en-Provence,13,Appartement,2,Chambre privee,2,1,1,1,,X,,X,X,X,X,X,X,,,X,,,,X,,,,X,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13024596",Quiet and sunny room near Aix,29,Aix-en-Provence,13,Maison,2,Chambre privee,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000HS,"000",HS,2002/03/22,2018/12/06
"13133935",petit appartement plein centre ville,42,Aix-en-Provence,13,Appartement,3,Logement entier,5,1,2,3,,X,,X,X,X,X,X,X,,,X,,X,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",,,,,
"13151458",Toute la beaute d'Aix en toute serenite,99,Aix-en-Provence,13,Appartement,3,Logement entier,3,1,2,2,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000AW,"000",AW,1999/12/02,2018/12/06
"13204008",T2aix en provence,48,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,,,,,,X,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",,,,,
"13212157",Studio plein centre sur place typique,35,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"13199782",Casa'Appart centre Aix (08),49,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"13278720",Nice modern studio for 2,35,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000HA,"000",HA,2000/01/10,2018/12/06
"13244373",Maison complete avec grand jardin et piscine,130,Aix-en-Provence,13,Maison,3,Logement entier,4,1,3,3,,X,,X,,X,X,X,X,,X,X,,,X,X,X,,,,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,6,,,"1",13001000HS,"000",HS,2002/03/22,2018/12/06
"13221106",Escapade en Provence,100,Aix-en-Provence,13,Maison,3,Logement entier,6,1,3,3,,X,,X,X,X,X,X,X,X,X,X,,,,X,,,,,,,,X,,,,X,X,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,7,,,"1",13001000RR,"000",RR,2018/12/04,2018/12/06
"13296991",Studio lumineux avec parking a 15mn du centre,30,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,X,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CH,"000",CH,1999/12/13,2018/12/06
"13304023",Studio centre historique Aix-en-Provence,30,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"13308246",60m² apartment full of light in the city center,90,Aix-en-Provence,13,Appartement,3,Logement entier,6,1,2,3,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000BX,"000",BX,1999/12/10,2018/12/06
"13329639",T3 - 53 M2 avec 2 terrasses et un garage,90,Aix-en-Provence,13,Appartement,3,Logement entier,6,1,2,2,,X,,X,X,X,X,X,X,,X,X,,X,,X,,,,,,X,,,,,X,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000KE,"000",KE,2000/01/13,2018/12/06
"13478689",Coeur de Ville,100,Aix-en-Provence,13,Appartement,3,Logement entier,7,1,1,4,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AC,"000",AC,1999/11/30,2018/12/06
"13455424",Big apartment with swimming pool,100,Aix-en-Provence,13,Appartement,3,Logement entier,6,1,3,3,,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000CW,"000",CW,2003/01/07,2014/02/14
"13472539",charmant appartement en centre ville,55,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,X,X,X,X,X,,X,,,X,X,,,,,,X,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"13430895",Appartement en Centre Ville Aix en Provence,100,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,3,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",,,,,
"13440049",10pers Villa with swimming pool in Aix en Provence,357,Aix-en-Provence,13,Villa,3,Logement entier,10,2,5,5,,X,,X,,X,X,X,X,X,X,X,X,,,X,,,,,,X,,X,,,,,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000LX,"000",LX,2014/11/25,2018/12/06
"13420398",Maison d'architecte contemporaine a 5 mn du centre,199,Aix-en-Provence,13,Maison,3,Logement entier,7,2,5,5,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,X,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000ME,"000",ME,2000/02/09,2018/12/06
"13337198",Casa'Appart centre Aix (04),49,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13383154",Belle Bastide de charme a 5' du Centre d'Aix,450,Aix-en-Provence,13,Maison,3,Logement entier,8,3,4,5,,X,,X,X,X,X,X,X,X,X,X,,X,,X,,,,,,,,X,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,6,,,"1",13001000SP,"000",SP,2018/12/04,2018/12/07
"13409063",Rez de chaussee bas de villa jardin et piscine,69,Aix-en-Provence,13,Maison,3,Logement entier,5,1,2,3,,X,,X,X,X,X,X,X,,X,X,,X,,X,,,,,,X,,X,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000DN,"000",DN,1999/12/16,2018/12/07
"13402181",Appartement T2 rue d'Italie,67,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AI,"000",AI,1999/12/01,2018/12/06
"13493724",Sejour a la campagne  -Studio agreable vue,25,Aix-en-Provence,13,Appartement,3,Logement entier,1,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,X,,,,,,,,,,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000NP,"000",NP,2000/02/16,2018/12/06
"13509335",Casa'Appart centre Aix  (07),49,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,X,X,,X,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13542718",Studio pour juillet aoÃ»t,23,Aix-en-Provence,13,Appartement,3,Logement entier,1,1,1,1,Vrai lit,X,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",,,,,
"13537784",LOCATION SAISONNIERE AIX EN PROVENCE,26,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,X,,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000MD,"000",MD,2000/02/09,2018/12/06
"13613447",Studio independant dans un champ d'oliviers.,40,Aix-en-Provence,13,Maison,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000HA,"000",HA,2000/01/10,2018/12/06
"13616576",Appart duplex - terrasse dans le centre-historique,89,Aix-en-Provence,13,Appartement,3,Logement entier,6,1,2,3,,X,,X,X,X,X,X,X,,,X,,,X,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000AE,"000",AE,1999/12/01,2018/12/06
"13596271",Magnifique appartement entierement renove,24,Aix-en-Provence,13,Appartement,2,Chambre privee,2,1,1,1,,X,,X,X,X,X,X,X,,,X,X,X,,,,,,,X,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13556776",Charmant deux pieces en centre ville,60,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"13552832",chambre pres du centre en pleine nature,45,Aix-en-Provence,13,Appartement en residence,2,Chambre privee,2,1,1,1,,X,,X,X,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000BH,"000",BH,1999/12/03,2018/12/06
"13678577",Studio  independant au calme Aix en Provence,25,Aix-en-Provence,13,Appartement,3,Logement entier,1,1,1,1,Vrai lit,X,,X,X,X,X,X,X,,X,X,,,,,,,,,,X,,X,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000HC,"000",HC,2000/01/10,2014/02/12
"13684435",Vue imprenable sur le pays d'Aix,100,Aix-en-Provence,13,Appartement en residence,3,Logement entier,6,1,3,4,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"13689642",Casa'Appart centre Aix (05),89,Aix-en-Provence,13,Appartement,3,Logement entier,5,1,2,3,,X,,X,,X,X,X,X,X,X,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"13692823",T3 terrasse Aix en Provence,110,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000EW,"000",EW,2000/01/07,2018/12/06
"13695930",Bastide Tennis - Piscine 9 pers.,600,Aix-en-Provence,13,Maison,3,Logement entier,9,2,5,7,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,X,,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000IY,"000",IY,2000/01/13,2018/12/06
"13701964",Une maison provencale dans la campagne aixoise,300,Aix-en-Provence,13,Villa,3,Logement entier,8,2,4,4,,X,,X,X,X,X,X,X,,,X,,,,X,,,,,,,,X,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000NE,"000",NE,2000/02/11,2018/12/06
"13707486",Studio dans hotel particuler au coeur du vieil aix,45,Aix-en-Provence,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000AT,"000",AT,1999/12/02,2018/12/06
"13717201",Centre ville bel appartement,59,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,X,X,X,X,,,X,,,X,X,,,,,,X,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"14215231",Suite independante dans belle villa avec piscine,50,Aix-en-Provence,13,Maison,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,X,X,X,X,X,X,X,,,,,,,,,,X,,X,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000SV,"000",SV,2018/12/04,2018/12/07
"14084459",Tres bel Appartement meuble 2 Terrasses & jardin,60,Aix-en-Provence,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,X,X,X,X,X,X,X,X,,,,X,,,,X,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000EW,"000",EW,2000/01/07,2018/12/06
"14047648",la petite bastide en Campagne Aixoise...,130,Aix-en-Provence,13,Maison,3,Logement entier,5,2,3,3,,X,,X,X,X,X,X,X,X,X,X,,,,X,,,,,,,,X,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000KC,"000",KC,2002/06/04,2018/12/06
